71,222,173,173,3,3,1
194,33,125,125,1,1,1
176,235,166,166,1,1,1
179,191,221,221,1,1,1
159,141,122,122,1,1,1
57,14,82,82,3,3,1
84,101,170,170,3,3,1
41,74,59,59,3,3,1
120,153,187,187,1,1,1
150,88,115,115,1,1,1
98,145,177,177,3,3,1
216,61,143,143,3,3,1
217,17,136,136,3,3,1
41,43,85,85,1,1,1
71,154,36,36,3,3,1
98,52,35,35,1,1,1
85,242,133,133,3,3,1
94,219,10,10,1,1,1
100,54,164,164,1,1,1
171,12,159,159,3,3,1
164,244,150,150,3,3,1
81,223,31,31,3,3,1
76,234,76,76,3,3,1
251,98,225,225,3,3,1
228,47,68,68,3,3,1
5,5,139,139,1,1,1
160,139,193,193,3,3,1
133,207,3,3,3,3,1
16,95,55,55,1,1,1
20,45,114,114,3,3,1
129,255,200,200,3,3,1
98,180,207,207,1,1,1
197,195,38,38,1,1,1
215,249,210,210,1,1,1
183,65,210,210,1,1,1
85,16,2,2,3,3,1
184,210,60,60,3,3,1
124,169,79,79,1,1,1
216,228,89,89,3,3,1
159,145,68,68,1,1,1
252,101,134,134,1,1,1
150,127,27,27,3,3,1
90,57,96,96,3,3,1
115,134,58,58,1,1,1
115,239,65,65,1,1,1
164,9,159,159,1,1,1
88,9,69,69,3,3,1
51,167,136,136,1,1,1
221,220,58,58,3,3,1
31,10,3,3,3,3,1
44,236,28,28,3,3,1
200,114,80,80,3,3,1
75,231,40,40,3,3,1
138,66,159,159,1,1,1
173,41,168,168,1,1,1
2,143,133,133,3,3,1
215,245,153,153,3,3,1
101,161,137,137,1,1,1
34,35,51,51,1,1,1
161,121,156,156,1,1,1
107,88,119,119,1,1,1
65,43,176,176,3,3,1
6,59,99,99,3,3,1
18,62,14,14,1,1,1
38,78,93,93,1,1,1
98,74,212,212,1,1,1
125,59,115,115,1,1,1
157,143,2,2,1,1,1
21,190,122,122,3,3,1
256,126,112,112,1,1,1
64,193,109,109,3,3,1
93,59,135,135,3,3,1
160,81,2,2,1,1,1
145,191,67,67,3,3,1
113,185,214,214,1,1,1
17,236,59,59,3,3,1
42,199,86,86,3,3,1
136,143,210,210,1,1,1
78,161,82,82,1,1,1
122,195,53,53,3,3,1
59,202,198,198,3,3,1
79,71,11,11,3,3,1
30,207,148,148,1,1,1
187,128,150,150,1,1,1
151,16,168,168,1,1,1
29,67,156,156,1,1,1
230,228,101,101,1,1,1
180,151,127,127,1,1,1
253,189,99,99,3,3,1
196,74,183,183,1,1,1
210,148,24,24,3,3,1
9,20,199,199,3,3,1
195,107,38,38,1,1,1
250,59,71,71,3,3,1
55,223,141,141,3,3,1
36,4,27,27,3,3,1
222,30,43,43,1,1,1
251,84,92,92,3,3,1
136,27,21,21,3,3,1
101,99,114,114,3,3,1
