111,183,82,82,3,3,1
41,147,89,89,1,1,1
81,84,104,104,3,3,1
194,86,17,17,1,1,1
116,11,64,64,1,1,1
54,38,198,198,3,3,1
120,65,53,53,3,3,1
23,7,137,137,1,1,1
246,53,79,79,1,1,1
181,219,42,42,1,1,1
19,188,30,30,1,1,1
10,9,66,66,1,1,1
187,1,150,150,1,1,1
101,41,101,101,1,1,1
235,235,13,13,1,1,1
195,204,208,208,3,3,1
29,80,203,203,1,1,1
36,58,204,204,3,3,1
18,47,174,174,3,3,1
92,205,179,179,1,1,1
205,92,102,102,1,1,1
100,92,111,111,3,3,1
29,95,59,59,3,3,1
183,91,188,188,1,1,1
225,90,18,18,3,3,1
213,160,146,146,3,3,1
209,50,10,10,3,3,1
20,46,7,7,3,3,1
181,210,85,85,3,3,1
246,26,143,143,1,1,1
233,93,169,169,1,1,1
124,24,136,136,1,1,1
229,202,200,200,3,3,1
83,85,182,182,1,1,1
215,204,111,111,1,1,1
245,88,45,45,1,1,1
131,120,81,81,1,1,1
206,211,210,210,1,1,1
26,68,4,4,1,1,1
69,124,221,221,3,3,1
225,126,208,208,1,1,1
148,27,180,180,3,3,1
116,16,55,55,1,1,1
213,209,167,167,3,3,1
151,136,47,47,1,1,1
85,42,33,33,3,3,1
229,120,100,100,1,1,1
237,81,192,192,3,3,1
159,120,215,215,3,3,1
159,116,35,35,1,1,1
20,30,61,61,3,3,1
168,51,70,70,1,1,1
162,251,162,162,1,1,1
195,173,29,29,1,1,1
199,249,182,182,3,3,1
242,58,196,196,3,3,1
83,204,116,116,1,1,1
80,64,18,18,3,3,1
2,17,24,24,3,3,1
49,251,92,92,1,1,1
127,171,42,42,3,3,1
196,128,62,62,1,1,1
168,209,84,84,3,3,1
201,85,84,84,1,1,1
72,9,205,205,3,3,1
39,190,35,35,3,3,1
212,139,203,203,1,1,1
198,25,200,200,1,1,1
199,84,177,177,3,3,1
232,120,100,100,3,3,1
102,110,171,171,3,3,1
181,93,45,45,3,3,1
83,46,213,213,3,3,1
12,32,8,8,3,3,1
143,149,86,86,1,1,1
16,128,21,21,1,1,1
165,73,212,212,3,3,1
141,117,26,26,3,3,1
175,95,175,175,3,3,1
249,244,144,144,1,1,1
18,151,66,66,1,1,1
78,174,102,102,3,3,1
21,54,31,31,1,1,1
187,208,15,15,3,3,1
221,193,123,123,3,3,1
151,212,146,146,3,3,1
46,254,97,97,1,1,1
87,93,5,5,3,3,1
59,220,103,103,3,3,1
96,64,214,214,1,1,1
145,125,44,44,1,1,1
75,82,4,4,1,1,1
124,175,56,56,3,3,1
140,216,112,112,1,1,1
119,166,73,73,3,3,1
69,83,188,188,3,3,1
73,190,49,49,1,1,1
84,84,47,47,3,3,1
136,252,194,194,1,1,1
39,172,156,156,1,1,1
