138,144,215,215,3,3,1
173,115,104,104,1,1,1
45,104,120,120,1,1,1
96,204,72,72,1,1,1
172,46,157,157,1,1,1
69,133,148,148,1,1,1
43,51,201,201,3,3,1
71,242,5,5,1,1,1
47,145,109,109,1,1,1
194,163,155,155,1,1,1
123,116,186,186,1,1,1
21,123,147,147,3,3,1
108,78,42,42,3,3,1
159,71,177,177,3,3,1
124,250,25,25,1,1,1
234,56,173,173,3,3,1
81,20,191,191,1,1,1
164,100,181,181,1,1,1
237,251,160,160,3,3,1
35,192,91,91,3,3,1
209,233,83,83,3,3,1
169,205,13,13,1,1,1
178,213,127,127,3,3,1
87,99,224,224,1,1,1
160,180,11,11,1,1,1
16,77,94,94,3,3,1
230,184,139,139,1,1,1
34,3,171,171,1,1,1
166,174,61,61,1,1,1
77,235,138,138,1,1,1
160,45,213,213,1,1,1
168,98,8,8,3,3,1
107,80,76,76,1,1,1
98,99,20,20,3,3,1
96,89,199,199,3,3,1
115,184,60,60,1,1,1
12,183,219,219,3,3,1
191,234,95,95,1,1,1
195,221,140,140,1,1,1
104,95,216,216,1,1,1
122,239,156,156,3,3,1
246,86,140,140,1,1,1
56,146,15,15,3,3,1
170,8,201,201,3,3,1
39,220,107,107,3,3,1
156,197,120,120,3,3,1
183,141,69,69,1,1,1
227,83,103,103,3,3,1
145,170,115,115,1,1,1
64,36,35,35,3,3,1
50,214,47,47,1,1,1
177,61,111,111,1,1,1
211,51,83,83,1,1,1
223,78,28,28,3,3,1
123,110,122,122,1,1,1
37,25,143,143,1,1,1
172,157,4,4,1,1,1
185,91,20,20,3,3,1
107,180,67,67,1,1,1
167,119,212,212,1,1,1
244,40,23,23,1,1,1
87,97,157,157,3,3,1
189,57,185,185,1,1,1
59,145,172,172,3,3,1
86,205,3,3,1,1,1
246,186,21,21,3,3,1
72,193,135,135,3,3,1
229,105,88,88,1,1,1
64,35,46,46,1,1,1
241,252,154,154,3,3,1
150,164,95,95,1,1,1
87,40,192,192,3,3,1
177,178,73,73,3,3,1
10,129,13,13,3,3,1
83,226,134,134,1,1,1
111,146,194,194,3,3,1
248,178,223,223,1,1,1
44,137,210,210,1,1,1
35,147,55,55,3,3,1
97,59,145,145,3,3,1
225,192,29,29,3,3,1
218,95,105,105,3,3,1
236,165,220,220,3,3,1
45,244,199,199,3,3,1
101,195,139,139,3,3,1
54,124,36,36,1,1,1
216,76,174,174,3,3,1
21,149,161,161,3,3,1
38,183,36,36,3,3,1
89,173,124,124,3,3,1
168,53,55,55,1,1,1
219,37,92,92,3,3,1
242,99,76,76,3,3,1
17,65,193,193,1,1,1
219,82,82,82,1,1,1
196,47,207,207,3,3,1
227,60,39,39,3,3,1
232,204,97,97,3,3,1
30,150,169,169,1,1,1
247,114,59,59,1,1,1
