3,211,193,193,3,3,1
160,60,58,58,3,3,1
24,119,15,15,3,3,1
221,209,148,148,1,1,1
200,88,179,179,1,1,1
111,146,26,26,3,3,1
77,17,114,114,1,1,1
175,83,74,74,3,3,1
23,92,171,171,1,1,1
190,22,125,125,3,3,1
51,241,68,68,3,3,1
85,95,137,137,1,1,1
211,169,19,19,3,3,1
222,178,217,217,1,1,1
207,2,164,164,3,3,1
36,141,212,212,1,1,1
91,218,30,30,1,1,1
133,91,115,115,3,3,1
33,169,204,204,3,3,1
76,98,137,137,1,1,1
17,12,107,107,3,3,1
91,120,194,194,1,1,1
46,194,134,134,3,3,1
196,56,165,165,1,1,1
122,233,186,186,3,3,1
216,57,27,27,3,3,1
229,139,219,219,1,1,1
253,72,119,119,3,3,1
198,217,108,108,3,3,1
80,198,162,162,3,3,1
148,18,155,155,1,1,1
162,153,208,208,3,3,1
113,111,3,3,3,3,1
223,190,109,109,3,3,1
247,152,64,64,1,1,1
23,143,82,82,3,3,1
219,46,165,165,3,3,1
211,53,113,113,1,1,1
20,78,191,191,1,1,1
106,172,173,173,1,1,1
210,208,71,71,1,1,1
227,166,139,139,1,1,1
126,121,151,151,3,3,1
162,20,68,68,1,1,1
78,56,129,129,3,3,1
145,115,67,67,3,3,1
119,165,68,68,3,3,1
135,110,38,38,3,3,1
208,238,160,160,1,1,1
67,236,126,126,1,1,1
101,213,87,87,3,3,1
124,21,104,104,3,3,1
80,165,114,114,1,1,1
69,129,114,114,1,1,1
200,109,61,61,1,1,1
138,201,146,146,1,1,1
35,218,116,116,3,3,1
219,200,62,62,3,3,1
205,180,197,197,1,1,1
150,100,11,11,1,1,1
147,255,212,212,3,3,1
240,139,23,23,1,1,1
192,210,146,146,3,3,1
13,97,121,121,3,3,1
177,38,23,23,1,1,1
134,13,155,155,3,3,1
220,236,183,183,3,3,1
101,112,205,205,3,3,1
227,6,217,217,1,1,1
224,91,125,125,1,1,1
244,114,56,56,3,3,1
37,55,123,123,1,1,1
130,29,114,114,1,1,1
75,56,55,55,3,3,1
114,38,175,175,3,3,1
71,136,110,110,3,3,1
165,169,211,211,3,3,1
215,45,95,95,1,1,1
24,39,136,136,3,3,1
79,179,128,128,1,1,1
34,52,173,173,3,3,1
148,102,24,24,3,3,1
30,196,64,64,3,3,1
121,203,115,115,1,1,1
183,143,122,122,3,3,1
126,103,102,102,1,1,1
155,249,90,90,1,1,1
99,255,17,17,3,3,1
131,162,25,25,1,1,1
127,221,106,106,3,3,1
179,154,134,134,3,3,1
18,69,175,175,3,3,1
136,185,52,52,1,1,1
57,163,136,136,3,3,1
25,199,222,222,3,3,1
45,46,71,71,3,3,1
155,219,198,198,1,1,1
228,247,132,132,3,3,1
35,64,113,113,1,1,1
252,217,154,154,3,3,1
