77,119,94,1,1,1,3
106,17,56,1,1,1,3
86,112,85,1,1,1,3
48,15,123,1,1,1,3
87,40,72,1,1,1,3
101,28,119,1,1,1,3
70,66,94,1,1,1,3
97,69,97,1,1,1,3
113,8,102,1,1,1,3
94,53,106,1,1,1,3
112,38,99,1,1,1,3
102,28,114,1,1,1,3
91,39,49,1,1,1,3
72,87,88,1,1,1,3
35,31,55,1,1,1,3
97,47,100,1,1,1,3
109,122,13,1,1,1,3
43,84,27,1,1,1,3
99,48,26,1,1,1,3
100,122,91,1,1,1,3
79,116,114,1,1,1,3
67,22,47,1,1,1,3
27,50,44,1,1,1,3
61,46,19,1,1,1,3
55,57,112,1,1,1,3
78,87,8,1,1,1,3
39,105,103,1,1,1,3
113,19,51,1,1,1,3
39,59,70,1,1,1,3
44,29,96,1,1,1,3
46,12,15,1,1,1,3
11,16,21,1,1,1,3
75,91,115,1,1,1,3
56,51,123,1,1,1,3
76,103,41,1,1,1,3
100,54,80,1,1,1,3
34,107,117,1,1,1,3
114,40,24,1,1,1,3
37,35,55,1,1,1,3
11,48,28,1,1,1,3
45,30,64,1,1,1,3
75,12,24,1,1,1,3
11,99,115,1,1,1,3
27,24,26,1,1,1,3
108,47,23,1,1,1,3
87,94,89,1,1,1,3
19,114,43,1,1,1,3
116,12,54,1,1,1,3
93,53,116,1,1,1,3
48,14,70,1,1,1,3
74,55,22,1,1,1,3
74,8,20,1,1,1,3
24,125,89,1,1,1,3
45,89,36,1,1,1,3
123,58,82,1,1,1,3
8,67,123,1,1,1,3
74,93,18,1,1,1,3
68,96,104,1,1,1,3
30,114,102,1,1,1,3
34,86,10,1,1,1,3
91,52,69,1,1,1,3
122,53,80,1,1,1,3
115,16,55,1,1,1,3
114,45,39,1,1,1,3
117,104,23,1,1,1,3
18,116,70,1,1,1,3
47,61,79,1,1,1,3
83,93,31,1,1,1,3
117,128,41,1,1,1,3
85,56,27,1,1,1,3
34,113,34,1,1,1,3
119,62,126,1,1,1,3
59,38,26,1,1,1,3
93,64,121,1,1,1,3
49,34,13,1,1,1,3
17,19,26,1,1,1,3
96,10,122,1,1,1,3
99,105,103,1,1,1,3
118,70,97,1,1,1,3
23,75,91,1,1,1,3
55,105,122,1,1,1,3
54,118,75,1,1,1,3
120,111,12,1,1,1,3
18,50,63,1,1,1,3
104,122,31,1,1,1,3
81,42,124,1,1,1,3
25,41,116,1,1,1,3
119,45,17,1,1,1,3
56,42,30,1,1,1,3
71,52,127,1,1,1,3
119,27,72,1,1,1,3
33,84,39,1,1,1,3
19,112,87,1,1,1,3
28,24,45,1,1,1,3
29,74,115,1,1,1,3
78,28,59,1,1,1,3
54,84,85,1,1,1,3
112,18,61,1,1,1,3
46,85,67,1,1,1,3
33,91,126,1,1,1,3
