248,352,1,1,1,1,0
486,282,1,1,1,1,0
114,14,1,1,1,1,0
475,35,1,1,1,1,0
350,251,1,1,1,1,0
404,257,1,1,1,1,0
142,713,1,1,1,1,0
444,795,1,1,1,1,0
322,356,1,1,1,1,0
233,614,1,1,1,1,0
399,764,1,1,1,1,0
82,56,1,1,1,1,0
225,335,1,1,1,1,0
279,342,1,1,1,1,0
98,175,1,1,1,1,0
201,207,1,1,1,1,0
252,451,1,1,1,1,0
74,659,1,1,1,1,0
248,313,1,1,1,1,0
434,391,1,1,1,1,0
366,404,1,1,1,1,0
76,75,1,1,1,1,0
146,694,1,1,1,1,0
373,279,1,1,1,1,0
481,479,1,1,1,1,0
182,195,1,1,1,1,0
153,243,1,1,1,1,0
116,543,1,1,1,1,0
489,741,1,1,1,1,0
337,468,1,1,1,1,0
467,200,1,1,1,1,0
450,88,1,1,1,1,0
73,536,1,1,1,1,0
476,731,1,1,1,1,0
369,249,1,1,1,1,0
178,731,1,1,1,1,0
51,188,1,1,1,1,0
33,114,1,1,1,1,0
151,732,1,1,1,1,0
167,40,1,1,1,1,0
419,529,1,1,1,1,0
11,489,1,1,1,1,0
104,221,1,1,1,1,0
34,240,1,1,1,1,0
511,244,1,1,1,1,0
192,400,1,1,1,1,0
251,731,1,1,1,1,0
461,427,1,1,1,1,0
39,688,1,1,1,1,0
289,89,1,1,1,1,0
165,453,1,1,1,1,0
71,795,1,1,1,1,0
466,514,1,1,1,1,0
84,98,1,1,1,1,0
9,489,1,1,1,1,0
273,179,1,1,1,1,0
229,411,1,1,1,1,0
355,745,1,1,1,1,0
490,193,1,1,1,1,0
466,794,1,1,1,1,0
497,84,1,1,1,1,0
457,275,1,1,1,1,0
33,242,1,1,1,1,0
323,348,1,1,1,1,0
331,85,1,1,1,1,0
158,195,1,1,1,1,0
246,310,1,1,1,1,0
150,678,1,1,1,1,0
485,734,1,1,1,1,0
220,245,1,1,1,1,0
171,308,1,1,1,1,0
399,748,1,1,1,1,0
193,213,1,1,1,1,0
179,131,1,1,1,1,0
29,51,1,1,1,1,0
269,80,1,1,1,1,0
433,375,1,1,1,1,0
472,33,1,1,1,1,0
320,414,1,1,1,1,0
221,441,1,1,1,1,0
13,329,1,1,1,1,0
386,530,1,1,1,1,0
120,595,1,1,1,1,0
211,667,1,1,1,1,0
59,368,1,1,1,1,0
419,431,1,1,1,1,0
373,447,1,1,1,1,0
190,292,1,1,1,1,0
412,76,1,1,1,1,0
434,407,1,1,1,1,0
198,104,1,1,1,1,0
446,660,1,1,1,1,0
369,83,1,1,1,1,0
262,461,1,1,1,1,0
506,255,1,1,1,1,0
425,213,1,1,1,1,0
380,216,1,1,1,1,0
231,696,1,1,1,1,0
157,410,1,1,1,1,0
480,486,1,1,1,1,0
