1,1,48,192,28,28,3,3,1
1,1,48,192,28,28,3,3,1
1,1,128,128,28,28,3,3,1
1,1,1024,512,14,14,1,1,1
1,1,192,384,28,28,1,1,1
1,1,192,32,28,28,1,1,1
1,1,32,192,28,28,1,1,1
1,1,48,832,7,7,1,1,1
1,1,48,192,28,28,3,3,1
1,1,192,1152,7,7,1,1,1
1,1,1,1152,7,7,5,5,2
1,1,128,256,56,56,1,1,1
1,1,512,512,14,14,3,3,1
1,1,48,192,14,14,3,3,1
1,1,64,3,224,224,3,3,1
1,1,512,512,14,14,3,3,1
1,1,256,128,56,56,1,1,1
1,1,32,144,28,28,1,1,1
1,1,1024,512,14,14,1,1,1
1,1,1024,512,28,28,1,1,1
1,1,1,96,112,112,3,3,2
1,1,128,64,56,56,1,1,1
1,1,128,128,28,28,3,3,1
1,1,116,116,14,14,1,1,1
1,1,1152,192,7,7,1,1,1
1,1,192,720,14,14,1,1,1
1,1,64,64,224,224,3,3,1
1,1,1,32,112,112,3,3,2
1,1,128,128,28,28,3,3,1
1,1,48,192,14,14,3,3,1
1,1,1024,256,14,14,1,1,1
1,1,1024,2048,7,7,1,1,1
1,1,32,3,224,224,3,3,1
1,1,58,24,28,28,1,1,1
1,1,64,64,56,56,3,3,1
1,1,256,64,27,27,1,1,1
1,1,384,832,7,7,1,1,1
1,1,32,192,28,28,1,1,1
1,1,256,128,56,56,1,1,1
1,1,1,232,14,14,3,3,2
1,1,2048,1024,7,7,1,1,1
1,1,48,192,14,14,3,3,1
1,1,1,32,112,112,3,3,2
1,1,512,256,28,28,1,1,1
1,1,1,480,14,14,5,5,2
1,1,192,1296,14,14,1,1,1
1,1,2048,1024,14,14,1,1,1
1,1,48,192,7,7,3,3,1
1,1,232,232,7,7,1,1,1
1,1,48,192,14,14,3,3,1
1,1,16,192,28,28,1,1,1
1,1,32,3,224,224,3,3,1
1,1,48,192,7,7,3,3,1
1,1,128,512,14,14,1,1,1
1,1,512,1024,14,14,1,1,1
1,1,64,16,54,54,3,3,1
1,1,48,192,14,14,3,3,1
1,1,32,144,28,28,1,1,1
1,1,1024,2048,7,7,1,1,1
1,1,192,768,14,14,1,1,1
1,1,64,256,28,28,1,1,1
1,1,512,512,14,14,3,3,1
1,1,48,192,28,28,3,3,1
1,1,48,192,56,56,3,3,1
1,1,240,40,28,28,1,1,1
1,1,512,512,14,14,3,3,1
1,1,256,256,56,56,3,3,1
1,1,160,528,14,14,1,1,1
1,1,512,2048,7,7,1,1,1
1,1,96,3,224,224,7,7,1
1,1,480,80,14,14,1,1,1
1,1,128,512,14,14,1,1,1
1,1,48,192,14,14,3,3,1
1,1,48,192,7,7,3,3,1
1,1,96,576,14,14,1,1,1
1,1,1,32,112,112,3,3,2
1,1,192,1968,7,7,1,1,1
1,1,2048,512,7,7,1,1,1
1,1,1,32,112,112,3,3,2
1,1,32,528,14,14,1,1,1
1,1,64,384,14,14,1,1,1
1,1,192,528,28,28,1,1,1
1,1,64,64,56,56,1,1,1
1,1,64,16,54,54,1,1,1
1,1,1024,256,14,14,1,1,1
1,1,256,256,56,56,3,3,1
1,1,1,960,7,7,3,3,2
1,1,512,256,28,28,1,1,1
1,1,192,2160,7,7,1,1,1
1,1,48,192,7,7,3,3,1
1,1,192,480,14,14,1,1,1
1,1,192,864,14,14,1,1,1
1,1,116,116,14,14,1,1,1
1,1,192,720,28,28,1,1,1
1,1,32,3,224,224,3,3,1
1,1,256,128,56,56,3,3,1
1,1,48,192,14,14,3,3,1
1,1,1024,512,14,14,1,1,1
1,1,1,192,28,28,3,3,2
1,1,1024,256,14,14,1,1,1
