1,1,149,171,202,202,1,1,1
1,1,152,252,207,207,3,3,1
1,1,62,193,50,50,3,3,1
1,1,139,218,50,50,3,3,1
1,1,13,252,57,57,3,3,1
1,1,56,176,151,151,1,1,1
1,1,93,92,67,67,1,1,1
1,1,56,172,126,126,1,1,1
1,1,208,5,184,184,3,3,1
1,1,132,13,208,208,3,3,1
1,1,229,198,166,166,3,3,1
1,1,141,203,140,140,3,3,1
1,1,79,41,75,75,3,3,1
1,1,55,44,93,93,1,1,1
1,1,223,206,36,36,1,1,1
1,1,188,10,34,34,3,3,1
1,1,81,157,46,46,3,3,1
1,1,182,47,155,155,1,1,1
1,1,51,191,111,111,3,3,1
1,1,106,139,122,122,1,1,1
1,1,216,194,182,182,3,3,1
1,1,134,235,55,55,1,1,1
1,1,78,176,32,32,3,3,1
1,1,166,99,14,14,3,3,1
1,1,207,74,130,130,3,3,1
1,1,214,58,34,34,1,1,1
1,1,59,34,154,154,3,3,1
1,1,150,248,135,135,1,1,1
1,1,30,144,208,208,3,3,1
1,1,40,121,108,108,3,3,1
1,1,139,53,85,85,3,3,1
1,1,252,96,180,180,1,1,1
1,1,153,179,213,213,3,3,1
1,1,65,170,36,36,1,1,1
1,1,85,118,97,97,3,3,1
1,1,93,3,18,18,3,3,1
1,1,155,158,84,84,3,3,1
1,1,118,14,146,146,3,3,1
1,1,235,158,129,129,3,3,1
1,1,217,60,186,186,1,1,1
1,1,248,352,1,1,1,1,0
1,1,486,282,1,1,1,1,0
1,1,114,14,1,1,1,1,0
1,1,475,35,1,1,1,1,0
1,1,350,251,1,1,1,1,0
1,1,404,257,1,1,1,1,0
1,1,142,713,1,1,1,1,0
1,1,444,795,1,1,1,1,0
1,1,322,356,1,1,1,1,0
1,1,233,614,1,1,1,1,0
1,1,399,764,1,1,1,1,0
1,1,82,56,1,1,1,1,0
1,1,225,335,1,1,1,1,0
1,1,279,342,1,1,1,1,0
1,1,98,175,1,1,1,1,0
1,1,201,207,1,1,1,1,0
1,1,252,451,1,1,1,1,0
1,1,74,659,1,1,1,1,0
1,1,248,313,1,1,1,1,0
1,1,434,391,1,1,1,1,0
1,1,366,404,1,1,1,1,0
1,1,76,75,1,1,1,1,0
1,1,146,694,1,1,1,1,0
1,1,373,279,1,1,1,1,0
1,1,481,479,1,1,1,1,0
1,1,182,195,1,1,1,1,0
1,1,153,243,1,1,1,1,0
1,1,116,543,1,1,1,1,0
1,1,489,741,1,1,1,1,0
1,1,337,468,1,1,1,1,0
1,1,48,94,15,1,1,1,3
1,1,49,57,31,1,1,1,3
1,1,19,42,86,1,1,1,3
1,1,15,19,85,1,1,1,3
1,1,111,109,58,1,1,1,3
1,1,52,30,120,1,1,1,3
1,1,79,58,123,1,1,1,3
1,1,58,75,121,1,1,1,3
1,1,81,68,39,1,1,1,3
1,1,19,50,26,1,1,1,3
1,1,127,52,127,1,1,1,3
1,1,80,37,71,1,1,1,3
1,1,35,45,108,1,1,1,3
1,1,8,122,73,1,1,1,3
1,1,104,12,68,1,1,1,3
1,1,22,49,67,1,1,1,3
1,1,57,88,39,1,1,1,3
1,1,52,68,76,1,1,1,3
1,1,80,117,89,1,1,1,3
1,1,34,127,65,1,1,1,3
1,1,88,77,31,1,1,1,3
1,1,91,60,46,1,1,1,3
1,1,38,86,27,1,1,1,3
1,1,38,123,99,1,1,1,3
1,1,95,86,105,1,1,1,3
1,1,26,122,128,1,1,1,3
1,1,77,48,56,1,1,1,3
1,1,35,107,62,1,1,1,3
1,1,49,95,17,1,1,1,3
1,1,96,39,17,1,1,1,3
